PlotObservationID,cover,species
KU72,0.5,Euphorbia amygdaloides L.
KU72,0.5,Fragaria vesca L.
KU72,0.5,Galeopsis tetrahit L.
KU72,0.5,Hedera helix L.
KU72,0.5,Hieracium murorum L.
KU72,0.5,Milium effusum L.
KU72,0.5,Pteridium aquilinum (L.) Kuhn
KU72,0.5,Rubus hirtus Waldst. & Kit.
KU72,0.5,Silene dioica (L.) Clairv.
KU72,0.5,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker
KU72,87.5,Abies alba Mill.
KU72,37.5,Senecio fuchsii C.C.Gmel.
KU72,15,Fagus sylvatica L.
KU72,15,Melica uniflora Retz.
KU72,15,Sanicula europaea L.
KU72,3,Acer pseudoplatanus L.
KU72,3,Cardamine chelidonia L.
KU72,3,Castanea sativa Mill.
KU72,3,Corylus avellana L.
KU72,3,Geranium robertianum L.
KU72,3,Quercus cerris L.
CL91,0.1,Adenostyles australis (Ten.) Nyman
CL91,0.1,Athyrium filix-femina (L.) Roth
CL91,0.1,Geum urbanum L.
CL91,0.1,Hieracium murorum L.
CL91,0.1,Lamium galeobdolon (L.) L.
CL91,0.1,Polygonatum verticillatum (L.) All.
CL91,0.5,Cardamine bulbifera (L.) Crantz
CL91,0.5,Cardamine chelidonia L.
CL91,0.5,Circaea lutetiana L.
CL91,0.5,Epilobium montanum L.
CL91,0.5,Galeopsis tetrahit L.
CL91,0.5,Galium aristatum L.
CL91,0.5,Geranium robertianum L.
CL91,0.5,Impatiens noli-tangere L.
CL91,0.5,Oxalis acetosella L.
CL91,0.5,Prenanthes purpurea L.
CL91,0.5,Pteridium aquilinum (L.) Kuhn
CL91,0.5,Salvia glutinosa L.
CL91,0.5,Solidago virgaurea L.
CL91,0.5,Viola reichenbachiana Jord. ex Boreau
CL91,87.5,Abies alba Mill.
CL91,15,Senecio fuchsii C.C.Gmel.
CL91,3,Galium odoratum (L.) Scop.
CL91,3,Geranium nodosum L.
CL91,3,Melica uniflora Retz.
CL91,3,Rubus hirtus Waldst. & Kit.
CL91,3,Sanicula europaea L.
ZX20,0.1,Agrostis tenuis Sibth.
ZX20,0.1,Mycelis muralis (L.) Dumort.
ZX20,0.1,Rumex sanguineus L.
ZX20,0.5,Athyrium filix-femina (L.) Roth
ZX20,0.5,Cardamine bulbifera (L.) Crantz
ZX20,0.5,Epilobium montanum L.
ZX20,0.5,Galeopsis tetrahit L.
ZX20,0.5,Galium rotundifolium L.
ZX20,0.5,Geranium robertianum L.
ZX20,0.5,Geum urbanum L.
ZX20,0.5,Melica uniflora Retz.
ZX20,0.5,Milium effusum L.
ZX20,0.5,Prenanthes purpurea L.
ZX20,0.5,Rubus hirtus Waldst. & Kit.
ZX20,0.5,Stellaria montana Pierrat
ZX20,0.5,Veronica montana L.
ZX20,0.5,Viola reichenbachiana Jord. ex Boreau
ZX20,87.5,Abies alba Mill.
ZX20,37.5,Fagus sylvatica L.
ZX20,15,Cardamine heptaphylla (Vill.) O.E.Schulz
ZX20,15,Sanicula europaea L.
ZX20,15,Senecio fuchsii C.C.Gmel.
ZX20,3,Geranium nodosum L.
ZX20,3,Oxalis acetosella L.
XE11,0.1,Linum tenuifolium L.
XE11,0.1,Sedum sexangulare L.
XE11,0.1,Trifolium campestre Schreb.
XE11,0.5,Bromus erectus Huds.
XE11,0.5,Carex flacca Schreb.
XE11,0.5,Clematis flammula L.
XE11,0.5,Convolvulus cantabrica L.
XE11,0.5,Daphne gnidium L.
XE11,0.5,Dorycnium hirsutum (L.) Ser.
XE11,0.5,Euphorbia terracina L.
XE11,0.5,Holoschoenus australis (L.) Rchb.
XE11,0.5,Linum strictum L.
XE11,0.5,Melilotus neapolitanus Ten.
XE11,0.5,Micromeria graeca (L.) Benth. ex Rchb.
XE11,0.5,Petrorhagia saxifraga (L.) Link
XE11,0.5,Phragmites australis (Cav.) Trin. ex Steud.
XE11,0.5,Pistacia lentiscus L.
XE11,0.5,Seseli tortuosum L.
XE11,37.5,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
XE11,37.5,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
XE11,15,Fumana thymifolia (L.) Spach ex Webb
XE11,15,Helichrysum italicum (Roth) G.Don
XE11,15,Santolina etrusca (Lacaita) Marchi & D'Amato
XE11,3,Euphorbia spinosa L. subsp. spinosa
XE11,3,Rhamnus alaternus L.
XE11,3,Salix eleagnos Scop.
XE11,3,Satureja montana L.
XE11,3,Spartium junceum L.
XE11,3,Teucrium polium L. subsp. capitatum (L.) Arcang.
DQ28,0.1,Blackstonia perfoliata (L.) Huds.
DQ28,0.1,Petrorhagia saxifraga (L.) Link
DQ28,0.5,Asparagus acutifolius L.
DQ28,0.5,Briza media L.
DQ28,0.5,Clematis flammula L.
DQ28,0.5,Linum strictum L.
DQ28,0.5,Melilotus neapolitanus Ten.
DQ28,0.5,Micromeria graeca (L.) Benth. ex Rchb.
DQ28,0.5,Sedum rupestre L.
DQ28,0.5,Thymus longicaulis C.Presl
DQ28,62.5,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
DQ28,15,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
DQ28,15,Spartium junceum L.
DQ28,3,Helichrysum italicum (Roth) G.Don
DQ28,3,Paliurus spina-christi Mill.
DQ28,3,Rhamnus alaternus L.
DQ28,3,Santolina etrusca (Lacaita) Marchi & D'Amato
DQ28,3,Satureja montana L.
DQ28,3,Seseli tortuosum L.
IR86,0.1,Dactylis hispanica Roth
IR86,0.5,Asparagus acutifolius L.
IR86,0.5,Briza media L.
IR86,0.5,Clematis flammula L.
IR86,0.5,Euphorbia terracina L.
IR86,0.5,Linum strictum L.
IR86,0.5,Micromeria graeca (L.) Benth. ex Rchb.
IR86,0.5,Seseli tortuosum L.
IR86,0.5,Spartium junceum L.
IR86,0.5,Thymus longicaulis C.Presl
IR86,0.5,Trifolium campestre Schreb.
IR86,0.5,Blackstonia perfoliata (L.) Huds.
IR86,37.5,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
IR86,15,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
IR86,15,Helichrysum italicum (Roth) G.Don
IR86,3,Daphne gnidium L.
IR86,3,Fumana thymifolia (L.) Spach ex Webb
IR86,3,Paliurus spina-christi Mill.
IR86,3,Pyracantha coccinea M.Roem.
IR86,3,Rhamnus alaternus L.
IR86,3,Santolina etrusca (Lacaita) Marchi & D'Amato
IR86,3,Satureja montana L.
IE22,0.1,Allium tenuiflorum Ten.
IE22,0.1,Hypericum perforatum L.
IE22,0.5,Anemone hortensis L.
IE22,0.5,Bromus erectus Huds.
IE22,0.5,Dactylis hispanica Roth
IE22,0.5,Fumana thymifolia (L.) Spach ex Webb
IE22,0.5,Hedysarum coronarium L.
IE22,0.5,Linum strictum L.
IE22,0.5,Melilotus neapolitanus Ten.
IE22,0.5,Rhamnus alaternus L.
IE22,0.5,Seseli tortuosum L.
IE22,0.5,Spartium junceum L.
IE22,0.5,Blackstonia perfoliata (L.) Huds.
IE22,37.5,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
IE22,37.5,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
IE22,3,Helichrysum italicum (Roth) G.Don
IE22,3,Paliurus spina-christi Mill.
IE22,3,Phillyrea latifolia L.
IE22,3,Santolina etrusca (Lacaita) Marchi & D'Amato
IE22,3,Satureja montana L.
IE22,3,Sedum rupestre L.
IE22,3,Teucrium polium L. subsp. capitatum (L.) Arcang.
UC40,0.1,Briza media L.
UC40,0.1,Leopoldia comosa (L.) Parl.
UC40,0.1,Scabiosa maritima L.
UC40,0.5,Clematis flammula L.
UC40,0.5,Globularia punctata L.
UC40,0.5,Linum tenuifolium L.
UC40,0.5,Melilotus neapolitanus Ten.
UC40,0.5,Petrorhagia saxifraga (L.) Link
UC40,0.5,Pistacia lentiscus L.
UC40,0.5,Sanguisorba minor Scop.
UC40,0.5,Sedum rupestre L.
UC40,0.5,Spartium junceum L.
UC40,0.5,Thesium divaricatum Jan ex Mert. & W.D.J.Koch
UC40,0.5,Thymus longicaulis C.Presl
UC40,0.5,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt
UC40,15,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
UC40,15,Helichrysum italicum (Roth) G.Don
UC40,15,Santolina etrusca (Lacaita) Marchi & D'Amato
UC40,15,Satureja montana L.
UC40,3,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
UC40,3,Micromeria graeca (L.) Benth. ex Rchb.
UC40,3,Seseli tortuosum L.
UC40,3,Teucrium polium L. subsp. capitatum (L.) Arcang.
MN39,0.1,Carex flacca Schreb.
MN39,0.5,Asparagus acutifolius L.
MN39,0.5,Blackstonia perfoliata (L.) Huds.
MN39,0.5,Bromus erectus Huds.
MN39,0.5,Dactylis hispanica Roth
MN39,0.5,Eryngium campestre L.
MN39,0.5,Hedysarum coronarium L.
MN39,0.5,Hypericum perforatum L.
MN39,0.5,Linum strictum L.
MN39,0.5,Phragmites australis (Cav.) Trin. ex Steud.
MN39,0.5,Pistacia lentiscus L.
MN39,0.5,Plantago lanceolata L.
MN39,0.5,Sanguisorba minor Scop.
MN39,0.5,Trifolium campestre Schreb.
MN39,0.5,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt
MN39,15,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
MN39,15,Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet
MN39,15,Festuca ovina L.
MN39,15,Sedum rupestre L.
MN39,15,Spartium junceum L.
MN39,3,Crataegus monogyna Jacq.
MN39,3,Festuca arundinacea Schreb.
MN39,3,Foeniculum vulgare Mill.
MN39,3,Melilotus neapolitanus Ten.
MN39,3,Santolina etrusca (Lacaita) Marchi & D'Amato
MN39,3,Satureja montana L.
MN39,3,Scabiosa maritima L.
PI31,0.5,Bellis perennis L.
PI31,0.5,Chenopodium vulvaria L.
PI31,0.5,Eleusine indica (L.) Gaertn.
PI31,0.5,Equisetum telmateia Ehrh.
PI31,0.5,Lysimachia arvensis (L.) U.Manns & Anderb.
PI31,0.5,Oxalis corniculata L.
PI31,0.5,Portulaca oleracea L.
PI31,0.5,Senecio vulgaris L.
PI31,0.5,Sonchus asper (L.) Hill
PI31,0.5,Stellaria media (L.) Vill.
PI31,0.5,Trifolium campestre Schreb.
PI31,15,Erigeron canadensis L.
PI31,15,Polycarpon tetraphyllum (L.) L.
PI31,15,Sagina apetala Ard.
PI31,3,Euphorbia prostrata Aiton
PI31,3,Poa annua L.
PI31,3,Polygonum arenastrum Boreau
MY83,0.5,Campanula scheuchzeri Vill.
MY83,87.5,Castanea sativa Mill.
MY83,3,Cephalanthera longifolia (L.) Fritsch
MY83,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
MY83,15,Deschampsia flexuosa (L.) Trin.
MY83,0.1,Festuca heterophylla Lam.
MY83,0.5,Galium rotundifolium L.
MY83,0.5,Hieracium murorum L.
MY83,0.5,Luzula forsteri (Sm.) DC.
MY83,0.5,Luzula nivea (L.) DC.
MY83,0.5,Agrostis tenuis Sibth.
MY83,0.1,Anemone nemorosa L.
MY83,0.5,Phyteuma scorzonerifolium Vill.
MY83,3,Pinus sylvestris L.
MY83,0.5,Platanthera bifolia (L.) Rich.
MY83,0.1,Polypodium interjectum Shivas
MY83,0.5,Prenanthes purpurea L.
MY83,3,Pteridium aquilinum (L.) Kuhn
MY83,0.1,Quercus ilex L.
MY83,3,Rubus hirtus Waldst. & Kit.
MY83,3,Solidago virgaurea L.
MY83,0.5,Stellaria holostea L.
MY83,0.5,Teucrium scorodonia L.
MX25,87.5,Castanea sativa Mill.
MX25,3,Deschampsia flexuosa (L.) Trin.
MX25,0.1,Festuca heterophylla Lam.
MX25,0.5,Galium rotundifolium L.
MX25,0.1,Abies alba Mill.
MX25,0.1,Agrostis tenuis Sibth.
MX25,0.5,Anemone nemorosa L.
MX25,0.5,Brachypodium rupestre (Host) Roem. & Schult.
MX25,0.1,Luzula pedemontana Boiss. & Reut.
MX25,0.5,Physospermum cornubiense (L.) DC.
MX25,3,Pinus sylvestris L.
MX25,0.1,Platanthera bifolia (L.) Rich.
MX25,3,Pteridium aquilinum (L.) Kuhn
MX25,15,Rubus hirtus Waldst. & Kit.
XP78,87.5,Castanea sativa Mill.
XP78,0.5,Corylus avellana L.
XP78,0.5,Deschampsia flexuosa (L.) Trin.
XP78,0.1,Epilobium montanum L.
XP78,0.1,Epipactis helleborine (L.) Crantz
XP78,0.5,Euonymus europaeus L.
XP78,0.5,Festuca heterophylla Lam.
XP78,0.1,Fraxinus ornus L.
XP78,0.5,Acer pseudoplatanus L.
XP78,0.5,Luzula pedemontana Boiss. & Reut.
XP78,0.1,Moehringia trinervia (L.) Clairv.
XP78,0.1,Mycelis muralis (L.) Dumort.
XP78,0.1,Phyteuma scorzonerifolium Vill.
XP78,0.5,Prenanthes purpurea L.
XP78,0.1,Prunus avium L.
XP78,0.1,Pteridium aquilinum (L.) Kuhn
XP78,3,Rubus hirtus Waldst. & Kit.
XP78,3,Salix caprea L.
XP78,0.5,Solidago virgaurea L.
XP78,0.5,Sorbus aria (L.) Crantz
XP78,3,Vaccinium myrtillus L.
KD45,3,Cornus mas L.
KD45,3,Corylus avellana L.
KD45,3,Geranium nodosum L.
KD45,3,Robinia pseudacacia L.
KD45,3,Sambucus ebulus L.
KD45,3,Sambucus nigra L.
KD45,15,Alliaria petiolata (M.Bieb.) Cavara & Grande
KD45,15,Populus nigra L.
KD45,15,Rubus ulmifolius Schott
KD45,37.5,Alnus glutinosa (L.) Gaertn.
KD45,37.5,Glechoma hederacea L.
KD45,37.5,Salix cinerea L.
KD45,37.5,Stachys sylvatica L.
KD45,37.5,Veronica hederifolia L.
KD45,0.5,Aegopodium podagraria L.
KD45,0.5,Agrostis stolonifera L.
KD45,0.5,Arctium lappa L.
KD45,0.5,Chaerophyllum temulentum L.
KD45,0.5,Clematis vitalba L.
KD45,0.5,Cornus sanguinea L.
KD45,0.5,Galium aparine L.
KD45,0.5,Hirschfeldia incana (L.) Lagr.-Foss.
KD45,0.5,Humulus lupulus L.
KD45,0.5,Tamus communis L.
KD45,0.5,Vitis vinifera L. subsp. sylvestris (C.C.Gmel.) Hegi
KD45,0.5,Brassica adpressa Boiss.
YH59,0.5,Alisma plantago-aquatica L.
YH59,87.5,Lemna minor L.
BY42,0.5,Achillea millefolium L.
BY42,0.5,Aira caryophyllea L.
BY42,0.5,Arenaria serpyllifolia L. subsp. serpyllifolia
BY42,0.01,Bombycilaena erecta (L.) Smoljan.
BY42,5,Bromopsis erecta (Huds.) Fourr.
BY42,15,Bromus hordeaceus L.
BY42,4,Centaurea solstitialis L.
BY42,5,Cerastium glomeratum Thuill.
BY42,0.02,Cynosurus cristatus L.
BY42,10,Cynosurus echinatus L.
BY42,1,Erodium ciconium (L.) L'Hér.
BY42,0.1,Festuca inops De Not.
BY42,15,Festuca myuros L.
BY42,10,Lolium perenne L.
BY42,0.5,Orlaya grandiflora (L.) Hoffm.
BY42,0.01,Petrorhagia prolifera (L.) P.W.Ball & Heywood
BY42,8,Phleum pratense L. subsp. pratense
BY42,5,Plantago lanceolata L.
BY42,0.1,Poa bulbosa L.
BY42,2,Potentilla detommasii Ten.
BY42,0.5,Ranunculus bulbosus L.
BY42,0.5,Salvia pratensis L.
BY42,1,Scleranthus annuus L.
BY42,0.05,Taraxacum sp.
BY42,7,Teucrium chamaedrys L.
BY42,4,Trifolium incarnatum L.
BY42,0.5,Trifolium repens L.
BY42,3,Trifolium subterraneum L.
BY42,3,Trisetaria flavescens (L.) Baumg.
BY42,10,Triticum vagans (Jord. & Fourr.) Greuter
SD89,3,Calystegia soldanella (L.) Roem. & Schult.
SD89,3,Euphorbia paralias L.
SD89,37.5,Elymus farctus (Viv.) Runemark ex Melderis
SD89,0.5,Cakile maritima Scop.
SD89,0.5,Salsola kali L.
SD89,0.5,Ammophila littoralis (P.Beauv.) Rothm.
SD89,0.5,Bromus madritensis L.
OY37,15,Cerastium ligusticum Viv.
OY37,0.5,Silene badaroi Breistr.
OY37,15,Rumex bucephalophorus L.
OY37,0.5,Viola corsica Nyman subsp. ilvensis (W.Becker) Merxm.
OY37,0.1,Aphanes minutiflora (Azn.) Holub
OY37,0.5,Geranium lucidum L.
OY37,0.5,Bunium bulbocastanum L.
OY37,0.5,Myosotis ramosissima Rochel ex Schult.
OY37,0.5,Sherardia arvensis L.
OY37,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
OY37,0.1,Hypochaeris achyrophorus L.
OY37,0.5,Robertia taraxacoides (Loisel.) DC.
OY37,0.1,Crepis leontodontoides All.
OY37,0.1,Romulea insularis Sommier
OY37,15,Poa perligularis H.Scholz
OY37,3,Festuca gamisansii Kerguélen subsp. aethaliae Signorini & Foggi
OY37,0.1,Vulpia myuros (L.) C.C.Gmel.
OY37,15,Micropyrum tenellum (L.) Link
OY37,0.5,Cynosurus echinatus L.
OY37,0.5,Bromus madritensis L.
OY37,3,Bromus hordeaceus L.
OY37,3,Brachypodium retusum (Pers.) P.Beauv.
OY37,37.5,Aira caryophyllea L.
PK58,0.5,Cerastium ligusticum Viv.
PK58,0.5,Petrorhagia dubia (Raf.) G.López & Romo
PK58,3,Tuberaria guttata (L.) Fourr.
PK58,0.5,Astragalus pelecinus (L.) Barneby
PK58,0.5,Vicia grandiflora Scop.
PK58,0.5,Trifolium campestre Schreb.
PK58,15,Trifolium cherleri L.
PK58,0.5,Trifolium stellatum L.
PK58,37.5,Plantago bellardii All.
PK58,0.5,Anthemis arvensis L. subsp. incrassata (Loisel.) Nyman
PK58,0.5,Rhagadiolus stellatus (L.) Gaertn.
PK58,3,Hypochaeris achyrophorus L.
PK58,15,Vulpia myuros (L.) C.C.Gmel.
PK58,0.5,Briza maxima L.
PK58,3,Bromus rubens L.
QI21,0.5,Cerastium ligusticum Viv.
QI21,0.5,Rumex bucephalophorus L.
QI21,0.1,Viola corsica Nyman subsp. ilvensis (W.Becker) Merxm.
QI21,0.1,Poa perligularis H.Scholz
QI21,0.5,Vulpia bromoides (L.) Gray
QI21,0.1,Vulpia myuros (L.) C.C.Gmel.
QI21,15,Micropyrum tenellum (L.) Link
QI21,0.5,Cynosurus effusus Link
QI21,0.5,Briza maxima L.
QI21,0.1,Bromus hordeaceus L.
QI21,37.5,Brachypodium retusum (Pers.) P.Beauv.
QI21,0.5,Aira caryophyllea L.
IF62,0.5,Ajuga reptans L.
IF62,0.5,Arabis turrita L.
IF62,3,Brachypodium rupestre (Host) Roem. & Schult.
IF62,3,Bromus erectus Huds.
IF62,0.5,Campanula trachelium L.
IF62,62.5,Castanea sativa Mill.
IF62,0.5,Clematis vitalba L.
IF62,0.5,Clinopodium vulgare L.
IF62,0.5,Coronilla emerus L.
IF62,0.5,Crataegus monogyna Jacq.
IF62,0.5,Cruciata glabra (L.) C.Bauhin ex Opiz
IF62,0.5,Cytisus scoparius (L.) Link
IF62,3,Dactylis glomerata L.
IF62,0.5,Digitalis micrantha Roth ex Schweigg.
IF62,3,Festuca heterophylla Lam.
IF62,3,Fraxinus ornus L.
IF62,3,Hieracium sylvaticum (L.) L.
IF62,0.5,Hypericum montanum L.
IF62,0.5,Juniperus communis L.
IF62,0.5,Mycelis muralis (L.) Dumort.
IF62,3,Poa nemoralis L.
IF62,0.5,Polypodium vulgare L.
IF62,0.5,Primula vulgaris Huds.
IF62,0.5,Prunus spinosa L.
IF62,15,Quercus cerris L.
IF62,15,Quercus pubescens Willd.
IF62,0.5,Rosa canina L.
IF62,0.5,Rumex alpestris Jacq.
IF62,0.5,Salvia glutinosa L.
IF62,0.5,Sedum cepaea L.
IF62,0.5,Silene italica (L.) Pers.
IF62,0.5,Solidago virgaurea L.
IF62,0.5,Viola alba Besser subsp. dehnhardtii (Ten.) W.Becker
JZ37,0.5,Acer campestre L.
JZ37,0.5,Anthoxanthum odoratum L.
JZ37,0.5,Asarum europaeum L.
JZ37,0.5,Clematis vitalba L.
JZ37,0.5,Cornus sanguinea L.
JZ37,0.5,Corylus avellana L.
JZ37,0.5,Fraxinus ornus L.
JZ37,62.5,Hedera helix L.
JZ37,0.5,Helleborus foetidus L.
JZ37,3,Molinia arundinacea Schrank
JZ37,0.5,Ostrya carpinifolia Scop.
JZ37,15,Populus alba L.
JZ37,15,Populus canescens (Aiton) Sm.
JZ37,15,Populus nigra L.
JZ37,3,Populus tremula L.
JZ37,0.5,Robinia pseudacacia L.
JZ37,0.5,Rubia peregrina L.
JZ37,15,Rubus ulmifolius Schott
JZ37,3,Ruscus aculeatus L.
JZ37,0.5,Tamus communis L.
EC75,0.5,Anthoxanthum odoratum L. subsp. nipponicum (Honda) Tzvelev
EC75,0.5,Avenella flexuosa (L.) Drejer subsp. flexuosa
EC75,3,Brachypodium genuense (DC.) Roem. & Schult.
EC75,0.5,Cerastium alpinum L. subsp. alpinum
EC75,0.5,Dianthus sylvestris Wulfen
EC75,62.5,Festuca paniculata (L.) Schinz & Thell.
EC75,15,Festuca riccerii Foggi & Gr.Rossi
EC75,3,Festuca rubra L. subsp. commutata (Gaudin) Markgr.-Dann.
EC75,3,Hypericum richeri Vill.
EC75,15,Juncus trifidus L.
EC75,3,Juniperus communis L. subsp. saxatilis (Pall.) A.E.Murray
EC75,0.5,Luzula lutea (All.) DC.
EC75,0.5,Luzula luzuloides (Lam.) Dandy & Wilmott
EC75,0.5,Luzula multiflora (Ehrh.) Lej.
EC75,3,Nardus stricta L.
EC75,0.5,Phyteuma hemisphaericum L.
EC75,0.5,Plantago alpina L.
EC75,0.5,Pulsatilla alpina (L.) Delarbre subsp. millefoliata (Bertol.) D.M.Moser
EC75,0.5,Thymus pulegioides L.
EC75,3,Vaccinium gaultherioides Bigelow
EC75,3,Vaccinium myrtillus L.
DR59,15,Spartium junceum L.
DR59,15,Galactites tomentosa Moench
DR59,3,Echium plantagineum L.
DR59,3,Euphorbia pinea L.
DR59,3,Silene nocturna L.
DR59,62.5,Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz
DR59,0.5,Erodium cicutarium (L.) L'Hér.
DR59,0.5,Geranium purpureum Vill.
DR59,0.5,Calendula arvensis (Vaill.) L.
DR59,0.5,Dittrichia viscosa (L.) Greuter
DR59,0.5,Calicotome villosa (Poir.) Link
QX85,62.5,Phragmites australis (Cav.) Trin. ex Steud.
QX85,15,Calystegia sepium (L.) R.Br.
QX85,3,Lysimachia vulgaris L.
QX85,15,Thelypteris palustris Schott
QX85,0.5,Lactuca serriola L.
QX85,3,Rubus ulmifolius Schott
QX85,3,Eupatorium cannabinum L.
QX85,15,Lonicera japonica Thunb.
QX85,3,Lythrum salicaria L.
QX85,3,Frangula alnus Mill.
QX85,0.5,Solanum dulcamara L.
QX85,0.5,Epilobium hirsutum L.
QX85,0.5,Cirsium creticum (Lam.) d'Urv. subsp. triumfettii (Lacaita) K.Werner
QX85,15,Osmunda regalis L.
QX85,3,Oenanthe aquatica (L.) Poir.
QX85,3,Agrostis stolonifera L.
QX85,0.5,Iris pseudacorus L.
RT56,0.5,Acinos arvensis (Lam.) Dandy
RT56,0.5,Aethionema saxatile (L.) R.Br.
RT56,0.5,Anthyllis vulneraria L.
RT56,0.5,Brachypodium distachyon (L.) P.Beauv.
RT56,0.5,Carex humilis Leyss.
RT56,0.5,Centaurea paniculata L. subsp. carueliana (Micheletti) Arrigoni
RT56,0.5,Convolvulus cantabrica L.
RT56,0.5,Crepis neglecta L.
RT56,0.5,Galium lucidum All.
RT56,0.5,Helianthemum nummularium (L.) Mill.
RT56,0.5,Hypericum perforatum L.
RT56,0.5,Iris lutescens Lam.
RT56,0.5,Linum trigynum L.
RT56,0.5,Odontites luteus (L.) Clairv.
RT56,0.5,Poa bulbosa L.
RT56,0.5,Potentilla hirta L.
RT56,0.5,Sanguisorba minor Scop.
RT56,0.5,Sedum album L.
RT56,0.5,Stachys recta L.
RT56,0.5,Teucrium chamaedrys L.
RT56,0.5,Thymus longicaulis C.Presl
RT56,0.5,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt
RT56,37.5,Bromus erectus Huds.
RT56,15,Carex liparocarpos Gaudin
RT56,15,Festuca inops De Not.
RT56,15,Helichrysum italicum (Roth) G.Don
RT56,15,Teucrium capitatum L.
RT56,3,Globularia bisnagarica L.
RT56,3,Plantago lanceolata L.
NR60,0.5,Allium sphaerocephalon L.
NR60,0.5,Alyssum alyssoides (L.) L.
NR60,0.5,Brachypodium distachyon (L.) P.Beauv.
NR60,0.5,Carduus micropterus (Borbás) Teyber subsp. micropterus
NR60,0.5,Carlina corymbosa L.
NR60,0.5,Centaurea triumfetti All.
NR60,0.5,Cerastium arvense L. var. etruscum Fiori
NR60,0.5,Cerastium brachypetalum Desp. ex Pers.
NR60,0.5,Eryngium campestre L.
NR60,0.5,Euphorbia exigua L.
NR60,0.5,Festuca inops De Not.
NR60,0.5,Globularia bisnagarica L.
NR60,0.5,Helianthemum nummularium (L.) Mill.
NR60,0.5,Helichrysum italicum (Roth) G.Don
NR60,0.5,Leontodon crispus Vill.
NR60,0.5,Lotus corniculatus L.
NR60,0.5,Odontites luteus (L.) Clairv.
NR60,0.5,Orlaya grandiflora (L.) Hoffm.
NR60,0.5,Ranunculus bulbosus L.
NR60,0.5,Stachys recta L.
NR60,0.5,Teucrium chamaedrys L.
NR60,37.5,Bromus erectus Huds.
NR60,37.5,Plantago lanceolata L.
NR60,15,Carex liparocarpos Gaudin
NR60,15,Poa bulbosa L.
NR60,15,Sanguisorba minor Scop.
NR60,3,Centaurea paniculata L. subsp. carueliana (Micheletti) Arrigoni
NR60,3,Thymus longicaulis C.Presl
NR60,3,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt
VU15,0.5,Anogramma leptophylla (L.) Link
VU15,0.5,Asplenium foreziense Le Grand ex Magnier
VU15,0.5,Bryum capillare Hedw.
VU15,0.5,Carduus fasciculiflorus Viv.
VU15,0.5,Geranium lucidum L.
VU15,0.5,Geranium molle L.
VU15,0.5,Isothecium myosuroides Brid.
VU15,0.5,Moehringia pentandra J.Gay
VU15,0.5,Polycarpon tetraphyllum (L.) L.
VU15,0.5,Vincetoxicum hirundinaria Medik.
VU15,0.5,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
VU15,87.5,Teucrium marum L.
VU15,15,Oxyrrhynchium praelongum (Hedw.) Warnst.
VU15,3,Crepis leontodontoides All.
VU15,3,Mnium affine Funck
VU15,3,Scleropodium tourretti (Brid.) L.J.Koch
VU15,3,Vulpia ciliata Dumort.
ZL89,0.5,Anagallis arvensis L.
ZL89,0.5,Asterolinon linum-stellatum (L.) Duby
ZL89,0.5,Brachypodium distachyon (L.) P.Beauv.
ZL89,0.5,Campylopus introflexus (Hedw.) Brid.
ZL89,0.5,Cerastium glomeratum Thuill.
ZL89,0.5,Crepis leontodontoides All.
ZL89,0.5,Flavoparmelia caperata (L.) Hale
ZL89,0.5,Galium murale (L.) All.
ZL89,0.5,Galium parisiense L.
ZL89,0.5,Hypochaeris glabra L.
ZL89,0.5,Lagurus ovatus L.
ZL89,0.5,Selaginella denticulata (L.) Spring
ZL89,0.5,Trifolium campestre Schreb.
ZL89,0.5,Vicia hirsuta (L.) Gray
ZL89,0.5,Vicia sativa L. subsp. nigra (L.) Ehrh.
ZL89,62.5,Cistus monspeliensis L.
ZL89,37.5,Teucrium marum L.
ZL89,15,Cladonia rangiformis Hoffm.
ZL89,15,Vulpia ciliata Dumort.
ZL89,3,Aetheorhiza bulbosa (L.) Cass.
ZL89,3,Tuberaria guttata (L.) Fourr.
ZL89,3,Usnea sp.
ZL89,3,Vulpia myuros (L.) C.C.Gmel. subsp. myuros
